1183;67.5
1212;67.5
1200;67.5
1196;67.5
1206;67.5
1220;67.5
1135;67.5
1190;67.5
1199;67.5
1215;67.5
1175;67.5
1186;67.5
1167;67.5
1204;67.5
1212;67.5
1228;67.5
1184;67.5
1155;67.5
1152;67.5
1200;67.5
1224;67.5
1200;67.5
1196;67.5
1204;67.5
1168;67.5
1230;67.5
1199;67.5
1199;67.5
1188;67.5
1210;67.5
1152;67.5
1174;67.5
1215;67.5
1167;67.5
1229;67.5
1156;67.5
1183;67.5
1159;67.5
1152;67.5
1199;67.5
1184;67.5
1183;67.5
1172;67.5
1159;67.5
1208;67.5
1168;67.5
1199;67.5
1214;67.5
1168;67.5
1204;67.5
1224;67.5
1184;67.5
1176;67.5
1152;67.5
1158;67.5
1167;67.5
1185;67.5
1139;67.5
1215;67.5
1168;67.5
1184;67.5
1200;67.5
1194;67.5
1152;67.5
1154;67.5
1215;67.5
1231;67.5
1167;67.5
1183;67.5
1152;67.5
1155;67.5
1170;67.5
1215;67.5
1156;67.5
1196;67.5
1154;67.5
1214;67.5
1214;67.5
1188;67.5
1152;67.5
1214;67.5
1147;67.5
1199;67.5
1172;67.5
1168;67.5
1192;67.5
1244;67.5
1184;67.5
1154;67.5
1186;67.5
1208;67.5
1152;67.5
1152;67.5
1215;67.5
1183;67.5
1152;67.5
1167;67.5
1188;67.5
1159;67.5
1184;67.5
1200;67.5
1215;67.5
1154;67.5
1215;67.5
1168;67.5
1139;67.5
1183;67.5
1167;67.5
1154;67.5
1216;67.5
1152;67.5
1166;67.5
1167;67.5
1199;67.5
1198;67.5
1130;67.5
1154;67.5
1168;67.5
1162;67.5
1172;67.5
1155;67.5
1215;67.5
1204;67.5
1214;67.5
1175;67.5
1200;67.5
1143;67.5
1200;67.5
1184;67.5
1176;67.5
1206;67.5
1214;67.5
1184;67.5
1152;67.5
1152;67.5
1188;67.5
1156;67.5
1159;67.5
1159;67.5
1199;67.5
1160;67.5
1212;67.5
1196;67.5
1212;67.5
1200;67.5
1214;67.5
1159;67.5
1183;67.5
1196;67.5
1131;67.5
1152;67.5
1184;67.5
1152;67.5
1191;67.5
1152;67.5
1159;67.5
1188;67.5
1196;67.5
1131;67.5
1152;67.5
1152;67.5
1174;67.5
1152;67.5
1192;67.5
1154;67.5
1183;67.5
1183;67.5
1196;67.5
1170;67.5
1178;67.5
1184;67.5
1184;67.5
1152;67.5
1156;67.5
1167;67.5
1151;67.5
1184;67.5
1177;67.5
1199;67.5
1170;67.5
1135;67.5
1164;67.5
1120;67.5
1198;67.5
1135;67.5
1170;67.5
1167;67.5
1183;67.5
1161;67.5
1183;67.5
1152;67.5
1120;67.5
1126;67.5
1158;67.5
1200;67.5
1174;67.5
1183;67.5
1168;67.5
1152;67.5
1167;67.5
1120;67.5
1154;67.5
1152;67.5
1111;67.5
1152;67.5
1167;67.5
1183;67.5
1135;67.5
1182;67.5
1183;67.5
1174;67.5
1127;67.5
1180;67.5
1131;67.5
1199;67.5
1167;67.5
1151;67.5
1175;67.5
1127;67.5
1135;67.5
1176;67.5
1160;67.5
1127;67.5
1186;67.5
1135;67.5
1124;67.5
1127;67.5
1188;67.5
1126;67.5
1120;67.5
1127;67.5
1122;67.5
1167;67.5
1184;67.5
1174;67.5
1132;67.5
1162;67.5
1136;67.5
1136;67.5
1152;67.5
1168;67.5
1120;67.5
1160;67.5
1122;67.5
1152;67.5
1120;67.5
1191;67.5
1152;67.5
1127;67.5
1184;67.5
1160;67.5
1121;67.5
1170;67.5
1188;67.5
1168;67.5
1151;67.5
1190;67.5
1167;67.5
1167;67.5
1183;67.5
1196;67.5
1186;67.5
1168;67.5
1160;67.5
1184;67.5
1183;67.5
1184;67.5
1151;67.5
1198;67.5
1183;67.5
1156;67.5
1151;67.5
1199;67.5
1110;67.5
1143;67.5
1201;67.5
1115;67.5
1122;67.5
1120;67.5
1167;67.5
1151;67.5
1119;67.5
1123;67.5
1134;67.5
1168;67.5
1183;67.5
1199;67.5
1156;67.5
1162;67.5
1199;67.5
1159;67.5
1172;67.5
1122;67.5
1180;67.5
1126;67.5
1127;67.5
1126;67.5
1156;67.5
1166;67.5
1151;67.5
1180;67.5
1196;67.5
1152;67.5
1187;67.5
1152;67.5
1183;67.5
1178;67.5
1162;67.5
1152;67.5
1107;67.5
1184;67.5
1176;67.5
1143;67.5
1152;67.5
1120;67.5
1120;67.5
1135;67.5
1160;67.5
1120;67.5
1130;67.5
1156;67.5
